chromosome	location	beta_diet	se_beta_diet	pvalue	info
chr10	61010757	-0.08572	0.5469	0.851490224	chr10_61010757
chr10	61010786	0.2135	0.3246	0.486812913	chr10_61010786
chr10	61010793	-0.044	0.3777	0.899879276	chr10_61010793
chr10	61010836	0.1299	0.2581	0.602405917	chr10_61010836
chr10	61010859	0.1606	0.6141	0.740370412	chr10_61010859
chr10	61010965	-0.3472	0.4092	0.35242144	chr10_61010965
chr10	6101100	0.1242	0.3786	0.723013139	chr10_6101100
chr10	6101189	0.4261	0.3471	0.190540455	chr10_6101189
chr10	61012236	0.762	0.429	0.04925679	chr10_61012236
chr10	61012280	-0.3791	0.594	0.427578894	chr10_61012280
chr10	61012347	-0.258	0.554	0.575893558	chr10_61012347
chr10	61012362	-0.04621	0.6583	0.925703378	chr10_61012362
chr10	61012423	0.404	0.6043	0.401424869	chr10_61012423
chr10	61012440	-0.01388	0.4008	0.969847423	chr10_61012440
chr10	61012459	0.06548	0.2033	0.742189453	chr10_61012459
chr10	61020250	-0.1375	0.7702	0.77954923	chr10_61020250
chr10	61021362	0.2085	0.3007	0.467207614	chr10_61021362
chr10	61021855	0.01341	0.3656	0.968565474	chr10_61021855
chr10	61021894	0.3739	0.4231	0.329404525	chr10_61021894
chr10	61024781	0.2726	0.2687	0.292227027	chr10_61024781
chr10	61028349	-0.7931	0.7165	0.112565293	chr10_61028349
chr10	61034007	-0.322	0.5294	0.473408452	chr10_61034007
chr10	61034016	-0.3803	0.6825	0.445830334	chr10_61034016
chr10	61034108	-0.1925	0.3216	0.527287328	chr10_61034108
chr10	61034144	-0.03253	0.359	0.922659117	chr10_61034144
chr10	61034148	-0.01252	0.4945	0.976761497	chr10_61034148
chr10	61034927	-0.07193	0.3993	0.844231593	chr10_61034927
chr10	61036844	-0.2924	0.5065	0.503157715	chr10_61036844
chr10	61036886	1.142	0.6876	0.022173147	chr10_61036886
chr10	61037027	0.6128	0.8809	0.141620358	chr10_61037027
chr10	61037304	0.02008	0.777	0.96725352	chr10_61037304
chr10	61037382	-1.564	0.4872	0.000236957	chr10_61037382
chr10	61037561	-1.692	0.8163	0.000332699	chr10_61037561
chr10	61037563	0.6891	0.293	0.01390016	chr10_61037563
chr10	61037577	0.3565	0.2785	0.182596623	chr10_61037577
chr10	61038813	-0.8294	0.7481	0.094774348	chr10_61038813
chr10	61039459	0.8519	0.6218	0.080229299	chr10_61039459
chr10	61039464	1.28	0.6052	0.00788876	chr10_61039464
chr10	61039483	1.042	0.6124	0.031373167	chr10_61039483
chr10	61039487	1.005	0.613	0.037979973	chr10_61039487
chr10	61039498	1.044	0.6468	0.034309991	chr10_61039498
chr10	61039501	0.8198	0.6154	0.091013782	chr10_61039501
chr10	61039510	0.949	0.567	0.042162655	chr10_61039510
chr10	61046869	-0.5551	0.7297	0.265902925	chr10_61046869
chr10	61046883	-0.4937	0.7111	0.323415545	chr10_61046883
chr10	61047084	-0.2623	0.5258	0.557557604	chr10_61047084
chr10	61047092	0.6125	0.5106	0.162972881	chr10_61047092
chr10	61048030	-0.03451	0.3692	0.919885281	chr10_61048030
chr10	61048073	0.8189	0.5584	0.077095482	chr10_61048073
chr10	61048240	-0.2491	0.5173	0.573656872	chr10_61048240
chr10	61048269	0.5589	0.7134	0.26357609	chr10_61048269
chr10	61048467	0.4264	0.769	0.385721206	chr10_61048467
chr10	61048763	0.2454	0.6723	0.621957069	chr10_61048763
chr10	61050214	-0.3225	0.2824	0.233868604	chr10_61050214
chr10	61050275	-0.1503	0.3369	0.63562391	chr10_61050275
chr10	61051167	-0.09886	0.2614	0.695192978	chr10_61051167
chr10	61053059	0.0988	0.5984	0.836732155	chr10_61053059
chr10	61061927	-0.4534	0.8211	0.33333597	chr10_61061927
chr10	61061933	-0.3241	0.3749	0.351073257	chr10_61061933
chr10	61062027	0.13	0.6677	0.793676236	chr10_61062027
chr10	61062257	-0.2637	0.6608	0.594944948	chr10_61062257
chr10	61066770	-0.7631	0.4298	0.049256644	chr10_61066770
chr10	61066950	0.1268	0.5118	0.773051923	chr10_61066950
chr10	61067010	0.7635	0.5777	0.10541753	chr10_61067010
chr10	61067017	0.872	0.562	0.060673215	chr10_61067017
chr10	61067075	0.9714	0.5663	0.037413177	chr10_61067075
chr10	61067081	1.118	0.5952	0.019413358	chr10_61067081
chr10	61073427	-0.2892	0.4032	0.433159263	chr10_61073427
chr10	61085285	0.8453	0.5406	0.063078726	chr10_61085285
chr10	61085324	-0.1558	0.3706	0.650815215	chr10_61085324
chr10	61085336	0.9854	0.5082	0.02435972	chr10_61085336
chr10	61086013	0.2532	0.6924	0.612274387	chr10_61086013
chr10	61086025	-0.386	0.7391	0.438146588	chr10_61086025
chr10	6109489	0.2082	0.2649	0.415029503	chr10_6109489
chr10	6109491	-0.07595	0.2149	0.717445426	chr10_6109491
chr10	6109494	-0.0801	0.151	0.591532511	chr10_6109494
chr10	6109497	0.03465	0.1839	0.847987511	chr10_6109497
chr10	6109502	-0.216	0.1816	0.226455859	chr10_6109502
chr10	6109510	-0.2086	0.1936	0.272091944	chr10_6109510
chr10	61095167	0.1674	0.3143	0.574767699	chr10_61095167
chr10	61103976	-0.3138	0.3641	0.354774223	chr10_61103976
chr10	61104001	0.1059	0.2817	0.695206958	chr10_61104001
chr10	61104042	0.05131	0.3536	0.876719362	chr10_61104042
chr10	61104048	-0.249	0.4609	0.542682025	chr10_61104048
chr10	61104477	-0.5225	0.9126	0.161407143	chr10_61104477
chr10	61109518	0.5875	0.3566	0.077826712	chr10_61109518
chr10	61123590	0.3699	0.5502	0.420750929	chr10_61123590
chr10	61123611	0.06989	0.4729	0.866795135	chr10_61123611
chr10	61123629	0.05996	0.5357	0.894547416	chr10_61123629
chr10	61127571	1.112	0.8508	0.012874794	chr10_61127571
chr10	61127720	-0.3497	0.7272	0.4835747	chr10_61127720
chr10	61127999	0.2352	0.4612	0.565460016	chr10_61127999
chr10	61128023	-0.2366	0.4213	0.53576328	chr10_61128023
chr10	61128718	0.4701	0.8767	0.264976494	chr10_61128718
chr10	61128741	0.1721	0.6436	0.726804118	chr10_61128741
chr10	61128832	-0.4962	0.7655	0.313737762	chr10_61128832
chr10	61129865	0.06198	0.4851	0.88383427	chr10_61129865
chr10	61129887	0.02735	0.7428	0.956142147	chr10_61129887
chr10	61130745	0.2792	0.909	0.461163233	chr10_61130745
chr10	61130823	0.1973	0.7895	0.683878123	chr10_61130823
chr10	61130827	-1.236	0.7276	0.013275755	chr10_61130827
chr10	61131052	-0.1933	0.3922	0.592104975	chr10_61131052
chr10	61131065	-0.2059	0.3153	0.491371609	chr10_61131065
chr10	61131097	0.4383	0.4639	0.286189214	chr10_61131097
chr10	61131185	0.01776	0.3377	0.955442655	chr10_61131185
chr10	61132444	-0.6021	0.4174	0.112423443	chr10_61132444
chr10	61132543	0.1259	0.2862	0.646157587	chr10_61132543
chr10	61132701	0.6542	0.7879	0.177550974	chr10_61132701
chr10	61132945	-0.5657	0.4923	0.186783509	chr10_61132945
chr10	61134055	-0.3314	0.5675	0.478179014	chr10_61134055
chr10	61137252	0.06968	0.2541	0.776771553	chr10_61137252
chr10	6113798	0.01289	0.4219	0.973117772	chr10_6113798
chr10	61138204	0.1408	0.301	0.62376422	chr10_61138204
chr10	61138245	0.1311	0.551	0.775555054	chr10_61138245
chr10	6113825	0.2143	0.3974	0.556766666	chr10_6113825
chr10	61138389	-0.1349	0.4775	0.74780307	chr10_61138389
chr10	61138995	0.2532	0.519	0.568170013	chr10_61138995
chr10	61139202	-0.05827	0.575	0.901423561	chr10_61139202
chr10	61139435	-0.05809	0.3577	0.861940281	chr10_61139435
chr10	61139548	-0.2846	0.3312	0.362454078	chr10_61139548
chr10	61139693	0.2913	0.6461	0.55471654	chr10_61139693
chr10	61139725	0.1886	0.5719	0.687676895	chr10_61139725
chr10	61139781	-0.136	0.4562	0.737620021	chr10_61139781
chr10	61140270	0.08983	0.7086	0.857418237	chr10_61140270
chr10	61140683	-0.4559	0.6092	0.345330246	chr10_61140683
chr10	61141444	-0.02816	0.2956	0.920566475	chr10_61141444
chr10	6114392	0.2438	0.2106	0.236332411	chr10_6114392
chr10	61144620	0.01931	0.367	0.954893552	chr10_61144620
chr10	61145153	-0.2904	0.5066	0.50613743	chr10_61145153
chr10	61146845	-0.4325	0.4566	0.2870195	chr10_61146845
chr10	61146908	0.2492	0.7058	0.618199742	chr10_61146908
chr10	61147261	0.1648	0.374	0.634700072	chr10_61147261
chr10	61147302	-0.1874	0.2636	0.461127515	chr10_61147302
chr10	61147321	-0.2818	0.1962	0.142986764	chr10_61147321
chr10	61147328	-0.2988	0.2577	0.230132185	chr10_61147328
chr10	61147359	-0.4451	0.2495	0.06544169	chr10_61147359
chr10	61147374	-0.3335	0.2472	0.163825077	chr10_61147374
chr10	61147409	-0.1739	0.3657	0.609409788	chr10_61147409
chr10	61147529	-0.4117	0.3553	0.215115419	chr10_61147529
chr10	61147549	-0.6148	0.3203	0.042744455	chr10_61147549
chr10	61150087	-0.1708	0.4573	0.674497477	chr10_61150087
chr10	61152371	-0.272	0.3967	0.455096917	chr10_61152371
chr10	61152400	-0.6561	0.4876	0.123268381	chr10_61152400
chr10	61152486	-0.6615	0.3814	0.060624653	chr10_61152486
chr10	61160114	-0.9136	0.3952	0.011849164	chr10_61160114
chr10	61160260	-0.06268	0.4084	0.866474628	chr10_61160260
chr10	61162356	-0.3091	0.6767	0.534993998	chr10_61162356
chr10	61162455	0.203	0.7221	0.684468286	chr10_61162455
chr10	61162601	-0.02206	0.4807	0.958262106	chr10_61162601
chr10	61172702	0.2114	0.3241	0.490518595	chr10_61172702
chr10	61174525	-0.3871	0.7156	0.438678808	chr10_61174525
chr10	61177789	-0.0968	0.5781	0.837407376	chr10_61177789
chr10	61177845	0.3035	0.4509	0.450783905	chr10_61177845
chr10	61178696	0.1694	0.7939	0.725647535	chr10_61178696
chr10	61180127	-0.1057	0.4845	0.803060126	chr10_61180127
chr10	61182464	0.3752	0.6151	0.439138945	chr10_61182464
chr10	61189971	0.05889	0.5935	0.901880456	chr10_61189971
chr10	61189979	0.2208	0.7208	0.658534043	chr10_61189979
chr10	61193062	0.2375	0.2569	0.338774595	chr10_61193062
chr10	61193124	-0.404	0.499	0.350177131	chr10_61193124
chr10	61193131	-1.081	0.7867	0.026024435	chr10_61193131
chr10	61202234	0.1943	0.3041	0.502412442	chr10_61202234
chr10	61203967	0.1626	0.4251	0.672600533	chr10_61203967
chr10	61205102	0.1517	0.6497	0.758729396	chr10_61205102
chr10	61205128	1.02	0.6781	0.040695499	chr10_61205128
chr10	61205217	0.2107	0.2582	0.398291884	chr10_61205217
chr10	61205321	-0.2644	0.3626	0.433964094	chr10_61205321
chr10	61208775	0.8666	0.5424	0.057201519	chr10_61208775
chr10	61210698	-0.002773	0.4494	0.994488863	chr10_61210698
chr10	61210706	0.2501	0.6015	0.602732087	chr10_61210706
chr10	61210806	-0.6633	0.6636	0.181504317	chr10_61210806
chr10	61210875	-0.353	0.6491	0.474668173	chr10_61210875
chr10	61211520	-0.3502	0.4428	0.377742406	chr10_61211520
chr10	61211571	0.07302	0.2938	0.79485488	chr10_61211571
chr10	61211639	-0.1376	0.235	0.546906607	chr10_61211639
chr10	61211656	-0.1794	0.4538	0.657303568	chr10_61211656
chr10	61211674	0.1046	0.3122	0.724336361	chr10_61211674
chr10	61211682	-0.1581	0.2316	0.482852848	chr10_61211682
chr10	61212872	0.2875	0.4329	0.461282284	chr10_61212872
chr10	61212962	-1.05	0.5856	0.026967926	chr10_61212962
chr10	61215618	0.6926	0.8332	0.132775422	chr10_61215618
chr10	61216413	1.328	0.6717	0.007613379	chr10_61216413
chr10	61223902	0.926	0.7341	0.063221388	chr10_61223902
chr10	61224021	0.3216	0.3729	0.352645092	chr10_61224021
chr10	61224987	0.3176	0.6632	0.52227058	chr10_61224987
chr10	61227821	0.3211	0.7507	0.517340118	chr10_61227821
chr10	61230002	-0.8591	0.4917	0.044801182	chr10_61230002
chr10	61230010	-0.7026	0.5337	0.119539089	chr10_61230010
chr10	61230461	-0.4152	0.304	0.1516748	chr10_61230461
chr10	61235067	0.08126	0.7816	0.867628681	chr10_61235067
chr10	61236262	-0.6649	0.2888	0.016183392	chr10_61236262
chr10	61238007	0.4552	0.2954	0.106757314	chr10_61238007
chr10	61238016	-2.027	0.6226	3.18E-05	chr10_61238016
chr10	61239794	-0.7929	0.3038	0.006154825	chr10_61239794
chr10	61239957	0.2753	0.876	0.514665279	chr10_61239957
chr10	61239981	-0.4847	0.8223	0.300280799	chr10_61239981
chr10	61240002	-0.08471	0.796	0.860440099	chr10_61240002
chr10	61242740	0.2988	0.4429	0.451767395	chr10_61242740
chr10	61245086	1.324	0.3785	0.000157343	chr10_61245086
chr10	61245871	0.3587	0.2796	0.181485143	chr10_61245871
chr10	61245878	0.3671	0.2753	0.165425791	chr10_61245878
chr10	61245942	0.2711	0.3245	0.377109438	chr10_61245942
chr10	61249771	0.8022	0.6214	0.099415901	chr10_61249771
chr10	61250140	0.06793	0.3343	0.829295508	chr10_61250140
chr10	61256743	0.03654	0.7408	0.941463662	chr10_61256743
chr10	61256765	0.4463	0.8373	0.329607738	chr10_61256765
chr10	61269325	-0.2104	0.4029	0.568288806	chr10_61269325
chr10	61269558	-0.09598	0.3334	0.760097272	chr10_61269558
chr10	61274994	0.1803	0.8148	0.702691939	chr10_61274994
chr10	61280963	0.1747	0.4016	0.634788724	chr10_61280963
chr10	61281195	-0.5329	0.2845	0.050718769	chr10_61281195
chr10	61281599	0.4787	0.5066	0.273090775	chr10_61281599
chr10	61281664	-0.9659	0.7308	0.052830963	chr10_61281664
chr10	61285837	-0.2069	0.5625	0.656409408	chr10_61285837
chr10	61291114	0.2578	0.381	0.464266611	chr10_61291114
chr10	61291116	0.2025	0.2687	0.433978197	chr10_61291116
chr10	61291126	0.1305	0.3035	0.651795507	chr10_61291126
chr10	61291146	0.1167	0.2699	0.653397576	chr10_61291146
chr10	61291154	0.6578	0.4392	0.095490471	chr10_61291154
chr10	61291159	0.2258	0.8226	0.629280788	chr10_61291159
chr10	61291204	-0.312	0.5845	0.510623265	chr10_61291204
chr10	61291215	0.125	0.6347	0.798833059	chr10_61291215
chr10	61291249	0.1232	0.4775	0.76902514	chr10_61291249
chr10	61291276	-0.1969	0.4303	0.612212373	chr10_61291276
chr10	61291303	-0.6422	0.4592	0.115413775	chr10_61291303
chr10	61293554	0.6208	0.6966	0.214184732	chr10_61293554
chr10	61293619	-0.6314	0.8162	0.180597954	chr10_61293619
chr10	61294614	0.2794	0.4455	0.4836043	chr10_61294614
chr10	61294697	0.4735	0.4032	0.199390024	chr10_61294697
chr10	61297481	0.2646	0.3307	0.396536596	chr10_61297481
chr10	61297523	-0.1148	0.4283	0.766756865	chr10_61297523
chr10	61297536	0.03336	0.228	0.880548577	chr10_61297536
chr10	61297539	-0.4597	0.2442	0.052228593	chr10_61297539
chr10	61297560	-0.369	0.2349	0.106072595	chr10_61297560
chr10	61297621	-0.2584	0.4318	0.507032729	chr10_61297621
chr10	61298118	0.2099	0.4919	0.62405798	chr10_61298118
chr10	61299188	-1.162	0.7428	0.019462624	chr10_61299188
chr10	61299211	-1.582	0.7786	0.001204108	chr10_61299211
chr10	61301849	-0.06697	0.604	0.889354308	chr10_61301849
chr10	61301860	0.5717	0.524	0.200202145	chr10_61301860
chr10	61301941	0.3322	0.5078	0.447619938	chr10_61301941
chr10	61301943	0.3453	0.5425	0.44863957	chr10_61301943
chr10	61301949	0.4728	0.6102	0.328068108	chr10_61301949
chr10	61301952	0.5202	0.5778	0.269991643	chr10_61301952
chr10	61321939	0.2697	0.7474	0.587030636	chr10_61321939
chr10	61326165	-1.773	0.8226	0.000150339	chr10_61326165
chr10	61333427	1.058	0.518	0.016949929	chr10_61333427
chr10	6133557	-0.3701	0.6015	0.44117884	chr10_6133557
chr10	61349901	-0.285	0.2381	0.217792362	chr10_61349901
chr10	61349971	0.3492	0.2606	0.16515458	chr10_61349971
chr10	61350043	0.5922	0.3165	0.0485536	chr10_61350043
chr10	61352859	0.05098	0.6162	0.91633958	chr10_61352859
chr10	61352875	-0.0802	0.6099	0.868211017	chr10_61352875
chr10	61353393	0.3151	0.3404	0.324885776	chr10_61353393
chr10	61371619	0.5676	0.7759	0.246213608	chr10_61371619
chr10	61371643	-0.4233	0.7631	0.39071952	chr10_61371643
chr10	61383195	0.06609	0.6291	0.892493837	chr10_61383195
chr10	6138326	0.1768	0.3524	0.591894087	chr10_6138326
chr10	6138362	0.167	0.3441	0.605233728	chr10_6138362
chr10	6138370	0.6088	0.3565	0.067578144	chr10_6138370
chr10	6138373	0.3636	0.3476	0.264595456	chr10_6138373
chr10	6138385	0.4188	0.3458	0.196796547	chr10_6138385
chr10	6138394	0.3508	0.3713	0.308901987	chr10_6138394
chr10	6138415	0.2357	0.3681	0.491031457	chr10_6138415
chr10	6138419	0.2475	0.362	0.463286869	chr10_6138419
chr10	6138424	0.4989	0.3437	0.12217153	chr10_6138424
chr10	6138429	0.3135	0.3977	0.390258261	chr10_6138429
chr10	6138453	0.1072	0.4036	0.771583622	chr10_6138453
chr10	6138458	0.3509	0.3877	0.326159828	chr10_6138458
chr10	61385056	-0.6242	0.4187	0.100666646	chr10_61385056
chr10	61385070	0.5393	0.2761	0.042125873	chr10_61385070
chr10	61385325	0.4743	0.4433	0.232626228	chr10_61385325
chr10	61385427	-1.043	0.7902	0.031260376	chr10_61385427
chr10	61385477	-0.1708	0.4516	0.671639945	chr10_61385477
chr10	61385496	-0.01862	0.5221	0.966645888	chr10_61385496
chr10	61387017	0.1549	0.6298	0.751518097	chr10_61387017
chr10	61388274	0.3209	0.3554	0.334048326	chr10_61388274
chr10	61388358	-0.1429	0.2972	0.614560133	chr10_61388358
chr10	61388361	-0.5048	0.3384	0.112909115	chr10_61388361
chr10	61388369	0.1395	0.41	0.709119066	chr10_61388369
chr10	61388402	-0.1062	0.725	0.831576964	chr10_61388402
chr10	61388424	-0.3588	0.3853	0.31290919	chr10_61388424
chr10	61388435	0.1327	0.48	0.752658871	chr10_61388435
chr10	61388444	-0.4668	0.5769	0.321871583	chr10_61388444
chr10	61388514	-0.2751	0.5147	0.533020599	chr10_61388514
chr10	61388519	0.3954	0.5637	0.395759874	chr10_61388519
chr10	61388535	0.6557	0.6681	0.187164798	chr10_61388535
chr10	61388585	-0.4701	0.6436	0.339906925	chr10_61388585
chr10	61388604	-0.1171	0.2564	0.636567297	chr10_61388604
chr10	61388607	-0.04909	0.2234	0.82163863	chr10_61388607
chr10	61388619	-0.2606	0.1935	0.169841293	chr10_61388619
chr10	61388624	-0.2666	0.1706	0.112746219	chr10_61388624
chr10	61388631	-0.2802	0.3196	0.354837032	chr10_61388631
chr10	61388730	-0.45	0.6212	0.35528048	chr10_61388730
chr10	61392699	-0.1081	0.4704	0.794543373	chr10_61392699
chr10	61392857	3.89E-05	0.4424	0.99992173	chr10_61392857
chr10	61402429	0.05765	0.7003	0.90819056	chr10_61402429
chr10	61403505	0.4037	0.3841	0.254974589	chr10_61403505
chr10	61405093	0.003834	0.2654	0.988045384	chr10_61405093
chr10	61408472	0.1287	0.6943	0.796741885	chr10_61408472
chr10	61408479	-0.1142	0.5925	0.810902219	chr10_61408479
chr10	61408483	-0.377	0.7061	0.450847389	chr10_61408483
chr10	61408537	-0.3517	0.4899	0.410228995	chr10_61408537
chr10	61408576	0.07396	0.474	0.859347056	chr10_61408576
chr10	61408613	0.1354	0.5778	0.774024189	chr10_61408613
chr10	61408636	0.4986	0.4606	0.222627404	chr10_61408636
chr10	61408720	0.7131	0.4715	0.086343789	chr10_61408720
chr10	61408797	0.7191	0.4698	0.082933528	chr10_61408797
chr10	61413406	0.7353	0.5225	0.09884273	chr10_61413406
chr10	61414200	0.341	0.7501	0.491819604	chr10_61414200
chr10	61414766	-0.1135	0.3425	0.724298258	chr10_61414766
chr10	61415858	0.8406	0.2938	0.002760412	chr10_61415858
chr10	61416101	-0.01982	0.5963	0.966973071	chr10_61416101
chr10	61416308	0.3299	0.7461	0.50664012	chr10_61416308
chr10	61416332	0.5681	0.3466	0.080571444	chr10_61416332
chr10	61416350	0.1726	0.2646	0.498777868	chr10_61416350
chr10	61416364	0.03353	0.2238	0.877830221	chr10_61416364
chr10	61417099	-0.02338	0.7915	0.961451884	chr10_61417099
chr10	61417667	-0.07702	0.2212	0.721064847	chr10_61417667
chr10	61417727	-0.02644	0.2387	0.909187174	chr10_61417727
chr10	61417782	-0.5906	0.6897	0.236968088	chr10_61417782
chr10	61417846	0.04472	0.3535	0.892423644	chr10_61417846
chr10	61418707	-0.3001	0.7244	0.547881952	chr10_61418707
chr10	61421191	0.2752	0.3168	0.359739967	chr10_61421191
chr10	61421256	0.09413	0.499	0.827682625	chr10_61421256
chr10	61421269	-0.1234	0.5787	0.793732739	chr10_61421269
chr10	61421278	0.07556	0.5031	0.862035406	chr10_61421278
chr10	61421289	-0.2839	0.6376	0.563271994	chr10_61421289
chr10	61421310	-0.5415	0.615	0.264155391	chr10_61421310
chr10	61421319	-0.3895	0.4214	0.308101181	chr10_61421319
chr10	61424448	0.2304	0.2184	0.279678373	chr10_61424448
chr10	61424489	-0.006591	0.3465	0.983821718	chr10_61424489
chr10	61424498	0.2098	0.2406	0.368984538	chr10_61424498
chr10	61425207	-0.29	0.5582	0.531211524	chr10_61425207
chr10	61427519	0.1007	0.5022	0.816631988	chr10_61427519
chr10	61427550	-0.288	0.5848	0.543776213	chr10_61427550
chr10	61427579	-0.5087	0.5161	0.249829474	chr10_61427579
chr10	61427585	0.2726	0.2595	0.276707943	chr10_61427585
chr10	61427609	0.2985	0.3464	0.358308221	chr10_61427609
chr10	61427612	-0.1842	0.3296	0.553893297	chr10_61427612
chr10	61427634	0.8148	0.3124	0.00603984	chr10_61427634
chr10	61427659	0.2168	0.3429	0.500908685	chr10_61427659
chr10	61429444	-0.2638	0.6201	0.587639465	chr10_61429444
chr10	61430329	0.2884	0.3224	0.344658548	chr10_61430329
chr10	61430377	-0.1909	0.4466	0.632833864	chr10_61430377
chr10	61430415	0.2547	0.3574	0.445436598	chr10_61430415
chr10	61430497	-0.4018	0.4895	0.346538872	chr10_61430497
chr10	61430799	-0.3807	0.4323	0.328762232	chr10_61430799
chr10	61431716	-0.1165	0.7422	0.814818151	chr10_61431716
chr10	61431736	0.1601	0.5749	0.733592245	chr10_61431736
chr10	61431797	0.2929	0.4773	0.484964168	chr10_61431797
chr10	61432156	0.387	0.2841	0.155392817	chr10_61432156
chr10	61432242	0.4588	0.313	0.122742505	chr10_61432242
chr10	61432536	-0.7557	0.8118	0.110897301	chr10_61432536
chr10	61432585	0.2132	0.4482	0.594642338	chr10_61432585
chr10	61433299	-0.1069	0.3797	0.760876962	chr10_61433299
chr10	61433400	-0.6118	0.3578	0.067083089	chr10_61433400
chr10	61433414	0.5156	0.5998	0.282677735	chr10_61433414
chr10	61433536	-0.03157	0.474	0.939705082	chr10_61433536
chr10	61433557	-0.2665	0.622	0.584250498	chr10_61433557
chr10	61433578	0.382	0.4938	0.373669478	chr10_61433578
chr10	61433676	0.05993	0.285	0.826354914	chr10_61433676
chr10	61433847	0.3421	0.6437	0.487390629	chr10_61433847
chr10	61433882	-0.2374	0.7126	0.634888356	chr10_61433882
chr10	61433969	0.06563	0.363	0.846149155	chr10_61433969
chr10	61434034	-0.1538	0.3127	0.604589088	chr10_61434034
chr10	61435279	0.6474	0.5594	0.16265274	chr10_61435279
chr10	61435569	-0.4093	0.251	0.092064526	chr10_61435569
chr10	61437733	0.1631	0.4082	0.661614902	chr10_61437733
